id,Original_Message,Extremism_Label,VE_NVE_classification,VE_NVE_text_span,VE_NVE_explanation,VE_NVE_confidence,VE_subtype,VE_subtype_text_span,VE_subtype_explanation,target_groups,target_groups_text_span,target_groups_explanation
207,the list of people i am going to kill when the first annual purge ensues,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
208,hey whatever should burn every loot and murder in this country just the black where are you of life,EXTREMIST,VE,"""should burn every loot and murder in this country just the black""","The phrase explicitly calls for burning and murder targeting a racial group, which constitutes a direct call to physical violence, fitting the VE criteria.",HIGH,IDEOLOGICAL,"""just the black""","The phrase targets a racial group, indicating violence driven by racial supremacy or ethnic hatred, which fits the IDEOLOGICAL subtype definition.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
216,i should be in jail it is a crime hoe i kill these beats,EXTREMIST,VE,"""i kill these beats""","The phrase ""i kill these beats"" uses ""kill"" in a non-literal, artistic sense rather than advocating physical violence; however, the overall post includes ""it is a crime"" and ""hoe,"" which could be interpreted as aggressive language but not a direct call to violence. Given the ambiguity and lack of explicit violence toward a group or individual, this is borderline but does not meet VE criteria. On reconsideration, since ""kill"" here is metaphorical and no direct or implied physical violence is present, it should be NVE.",MEDIUM,IDEOLOGICAL,"""i should be in jail it is a crime hoe i kill these beats""","The phrase expresses violent intent using derogatory language (""hoe"") and a threat to kill, which aligns with misogynistic ideology driving violence, fitting the IDEOLOGICAL subtype. There is no indication of political or religious motivation.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
218,let us kill all of them and get it over with they are all not human and deserve to die,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
224,let us kill all of them and get it over with they are all scum,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
230,ill marry someone who loves to attack lebanese people as much as i do,EXTREMIST,VE,"""loves to attack lebanese people""","The phrase ""loves to attack lebanese people"" is a direct call to violence, as ""attack"" implies physical violence against a group, meeting the VE indicator for direct calls to violence.",HIGH,IDEOLOGICAL,"""attack lebanese people as much as i do""","The post expresses hostility towards a specific ethnic group, indicating violence driven by ethnic or racial animosity, which fits the IDEOLOGICAL subtype definition.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
231,liberty and justice for all retweets go get me a sandwich nigger or i shall kill you,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
235,i am going to kill my dog,EXTREMIST,VE,"""i am going to kill my dog""","The phrase explicitly states an intention to commit physical violence (""kill""), which meets the VE indicator of a direct call to violence.",HIGH,Unclear,,,Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
238,let us kill all of them and get it over with they are terrorists and deserve to die,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
239,i know a black man would love to shoot him,EXTREMIST,VE,"""would love to shoot him""","The phrase ""would love to shoot him"" is a direct call to violence, indicating advocacy for physical harm, which meets the criteria for violent extremism.",HIGH,IDEOLOGICAL,"""a black man would love to shoot him""","The phrase references race explicitly, indicating a racial dimension to the violent expression, which aligns with the IDEOLOGICAL subtype defined by supremacist or racial motivations.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
244,would you like to be called a nigger then stop using that fucking it means cool a k a or i will stab you and all the other niglets you prick,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
245,let us kill all of them and get it over with they are fucking pathetic,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
246,let us kill all of them and get it over with they are all rapists,EXTREMIST,VE,"""let us kill all of them""","The post contains a direct call to violence with the phrase ""let us kill all of them,"" which explicitly advocates physical violence against a group, meeting the criteria for violent extremism.",HIGH,IDEOLOGICAL,"""they are all rapists""","The post targets a group based on a negative stereotype related to sexual violence, which aligns with an ideological motivation, likely misogynistic or targeting a specific group perceived as rapists, rather than political or religious motives.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
247,blacks are utter rubbish and completely inferior to the rest of the human species,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
248,it is not easy to confess and do not attack me in the comments as this country permits free speech so i can explain my hatred of people who take drugs i just do not think they should be allowed to exist,EXTREMIST,VE,"""i just do not think they should be allowed to exist""","The phrase ""should not be allowed to exist"" implies a call for the elimination of a group, which is a form of advocating violence or genocide, fitting the VE criteria.",HIGH,IDEOLOGICAL,"""my hatred of people who take drugs i just do not think they should be allowed to exist""","The post expresses hatred toward a specific group based on their behavior (drug use), which reflects an ideological bias against that group rather than targeting political systems or religious motivations.",people who take drugs,"""people who take drugs""","The post explicitly expresses hatred toward ""people who take drugs"" and states that they ""should not be allowed to exist,"" clearly targeting this group."
250,it is a plague to this world and i hope someone will kill this nigger,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
253,i respect and encourage the murder of muslims,EXTREMIST,VE,"""encourage the murder of muslims""","The phrase explicitly advocates and encourages physical violence against a group, meeting the VE indicator of direct calls to violence.",HIGH,Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
257,it would be a great service if they could kill all women,EXTREMIST,VE,"""it would be a great service if they could kill all women""","The phrase explicitly calls for killing a group, which is a direct call to violence and meets the VE indicator of advocating physical violence.",HIGH,Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
260,whatever applaud the murder of homosexuals,EXTREMIST,VE,"""applaud the murder of homosexuals""","The phrase explicitly celebrates violence (""applaud the murder""), which is a direct celebration of physical violence against a group, meeting the criteria for violent extremism.",HIGH,IDEOLOGICAL,"""murder of homosexuals""","The call for violence against homosexuals is driven by a supremacist or hateful ideology targeting sexual orientation, fitting the definition of IDEOLOGICAL violent extremism.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
263,let us kill all of them and get it over with they are all fucking useless,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
266,riiiiiight bitch i pop one of them green hoes and turn into the hulk you have gone have to shoot me,EXTREMIST,VE,"""i pop one of them green hoes and turn into the hulk you have gone have to shoot me""","The phrase ""i pop one of them green hoes"" implies a direct threat or call to violence (""pop"" as slang for shooting or attacking), and ""you have gone have to shoot me"" suggests a violent confrontation, meeting the VE indicator of direct calls to violence or explicit threats.",HIGH,IDEOLOGICAL,"""bitch i pop one of them green hoes and turn into the hulk""","The language used is misogynistic and violent, targeting women with derogatory terms and threats, which aligns with the IDEOLOGICAL subtype defined by misogynistic ideology driving violence.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
